sentence_id,token_id,semiotic,before,class,after
19,0,PLAIN,Iliana,RemainSelf,Iliana
19,1,PLAIN,Ortega,RemainSelf,Ortega
19,2,PUNCT,(,RemainSelf,(
19,3,PLAIN,born,RemainSelf,born
19,4,DATE,"May 12, 1981",ToBeNormalized,may twelfth nineteen eighty one
19,5,PUNCT,),RemainSelf,)
19,6,PLAIN,is,RemainSelf,is
19,7,PLAIN,a,RemainSelf,a
19,8,PLAIN,Mexican,RemainSelf,Mexican
19,9,PLAIN,artist,RemainSelf,artist
19,10,PLAIN,based,RemainSelf,based
19,11,PLAIN,in,RemainSelf,in
19,12,PLAIN,New,RemainSelf,New
19,13,PLAIN,York,RemainSelf,York
19,14,PLAIN,City,RemainSelf,City
19,15,PUNCT,.,RemainSelf,.
20,0,PLAIN,Ralston,RemainSelf,Ralston
20,1,PLAIN,Milton,RemainSelf,Milton
20,2,PUNCT,"""",RemainSelf,""""
20,3,PLAIN,Rex,RemainSelf,Rex
20,4,PUNCT,"""",RemainSelf,""""
20,5,PLAIN,Nettleford,RemainSelf,Nettleford
20,6,PUNCT,(,RemainSelf,(
20,7,PLAIN,Rex,RemainSelf,Rex
20,8,PLAIN,Nettleford,RemainSelf,Nettleford
20,9,PUNCT,),RemainSelf,)
20,10,PUNCT,",",RemainSelf,","
20,11,PLAIN,Rhodes,RemainSelf,Rhodes
20,12,PLAIN,Scholar,RemainSelf,Scholar
20,13,PLAIN,and,RemainSelf,and
20,14,PLAIN,former,RemainSelf,former
20,15,PLAIN,Vice,RemainSelf,Vice
20,16,PLAIN,Chancellor,RemainSelf,Chancellor
20,17,PLAIN,of,RemainSelf,of
20,18,PLAIN,the,RemainSelf,the
20,19,PLAIN,University,RemainSelf,University
20,20,PLAIN,of,RemainSelf,of
20,21,PLAIN,the,RemainSelf,the
20,22,PLAIN,West,RemainSelf,West
20,23,PLAIN,Indies,RemainSelf,Indies
20,24,PUNCT,.,RemainSelf,.
21,0,PLAIN,Since,RemainSelf,Since
21,1,DATE,1987,ToBeNormalized,nineteen eighty seven
21,2,PLAIN,the,RemainSelf,the
21,3,PLAIN,island,RemainSelf,island
21,4,PLAIN,and,RemainSelf,and
21,5,PLAIN,piers,RemainSelf,piers
21,6,PLAIN,have,RemainSelf,have
21,7,PLAIN,hosted,RemainSelf,hosted
21,8,PLAIN,the,RemainSelf,the
21,9,PLAIN,starting,RemainSelf,starting
21,10,PLAIN,point,RemainSelf,point
21,11,PLAIN,for,RemainSelf,for
21,12,PLAIN,the,RemainSelf,the
21,13,PLAIN,annual,RemainSelf,annual
21,14,PLAIN,Head,RemainSelf,Head
21,15,PLAIN,of,RemainSelf,of
21,16,PLAIN,the,RemainSelf,the
21,17,PLAIN,Ohio,RemainSelf,Ohio
21,18,PLAIN,crew,RemainSelf,crew
21,19,PLAIN,race,RemainSelf,race
21,20,PUNCT,.,RemainSelf,.
22,0,PLAIN,Retrieved,RemainSelf,Retrieved
22,1,DATE,"Jun 29, 2011",ToBeNormalized,june twenty ninth twenty eleven
22,2,PUNCT,.,RemainSelf,.
23,0,LETTERS,CHEK,ToBeNormalized,c h e k
23,1,CARDINAL,1,ToBeNormalized,one
23,2,PLAIN,likely,RemainSelf,likely
23,3,PLAIN,acts,RemainSelf,acts
23,4,PLAIN,as,RemainSelf,as
23,5,PLAIN,an,RemainSelf,an
23,6,PLAIN,integrator,RemainSelf,integrator
23,7,PLAIN,for,RemainSelf,for
23,8,LETTERS,ATM,ToBeNormalized,a t m
23,9,PLAIN,and,RemainSelf,and
23,10,LETTERS,ATR,ToBeNormalized,a t r
23,11,PLAIN,signals,RemainSelf,signals
23,12,PLAIN,and,RemainSelf,and
23,13,PLAIN,in,RemainSelf,in
23,14,PLAIN,monitoring,RemainSelf,monitoring
23,15,PLAIN,meiotic,RemainSelf,meiotic
23,16,PLAIN,recombination,RemainSelf,recombination
23,17,PUNCT,.,RemainSelf,.
24,0,PLAIN,They,RemainSelf,They
24,1,PLAIN,released,RemainSelf,released
24,2,PLAIN,two,RemainSelf,two
24,3,PLAIN,singles,RemainSelf,singles
24,4,PUNCT,",",RemainSelf,","
24,5,PUNCT,"""",RemainSelf,""""
24,6,PLAIN,That's,RemainSelf,That's
24,7,PLAIN,What,RemainSelf,What
24,8,PLAIN,Good,RemainSelf,Good
24,9,PLAIN,Friends,RemainSelf,Friends
24,10,PLAIN,Are,RemainSelf,Are
24,11,PLAIN,For,RemainSelf,For
24,12,PUNCT,.,RemainSelf,.
25,0,PLAIN,Color,RemainSelf,Color
25,1,PLAIN,Vision,RemainSelf,Vision
25,2,PLAIN,offers,RemainSelf,offers
25,3,PLAIN,variety,RemainSelf,variety
25,4,PLAIN,and,RemainSelf,and
25,5,PLAIN,news,RemainSelf,news
25,6,PLAIN,shows,RemainSelf,shows
25,7,PUNCT,",",RemainSelf,","
25,8,PLAIN,as,RemainSelf,as
25,9,PLAIN,well,RemainSelf,well
25,10,PLAIN,as,RemainSelf,as
25,11,PLAIN,telenovelas,RemainSelf,telenovelas
25,12,PUNCT,",",RemainSelf,","
25,13,PLAIN,among,RemainSelf,among
25,14,PLAIN,other,RemainSelf,other
25,15,PLAIN,types,RemainSelf,types
25,16,PLAIN,of,RemainSelf,of
25,17,PLAIN,programming,RemainSelf,programming
25,18,PUNCT,.,RemainSelf,.
26,0,PLAIN,Cornwall,RemainSelf,Cornwall
26,1,PLAIN,Council,RemainSelf,Council
26,2,PLAIN,has,RemainSelf,has
26,3,PLAIN,based,RemainSelf,based
26,4,PLAIN,its,RemainSelf,its
26,5,PLAIN,idea,RemainSelf,idea
26,6,PLAIN,on,RemainSelf,on
26,7,PLAIN,the,RemainSelf,the
26,8,PLAIN,successful,RemainSelf,successful
26,9,PLAIN,National,RemainSelf,National
26,10,PLAIN,Theatres,ToBeNormalized,theaters
26,11,PLAIN,of,RemainSelf,of
26,12,PLAIN,Scotland,RemainSelf,Scotland
26,13,PLAIN,and,RemainSelf,and
26,14,PLAIN,Wales,RemainSelf,Wales
26,15,PUNCT,.,RemainSelf,.
27,0,PLAIN,Patnaik,RemainSelf,Patnaik
27,1,PUNCT,",",RemainSelf,","
27,2,PLAIN,Pradyot,RemainSelf,Pradyot
27,3,PUNCT,(,RemainSelf,(
27,4,DATE,2003,ToBeNormalized,two thousand three
27,5,PUNCT,),RemainSelf,)
27,6,PUNCT,.,RemainSelf,.
28,0,PLAIN,No,RemainSelf,No
28,1,PLAIN,further,RemainSelf,further
28,2,PLAIN,progress,RemainSelf,progress
28,3,PLAIN,has,RemainSelf,has
28,4,PLAIN,been,RemainSelf,been
28,5,PLAIN,made,RemainSelf,made
28,6,PLAIN,on,RemainSelf,on
28,7,PLAIN,this,RemainSelf,this
28,8,PLAIN,since,RemainSelf,since
28,9,PLAIN,it,RemainSelf,it
28,10,PLAIN,was,RemainSelf,was
28,11,PLAIN,originally,RemainSelf,originally
28,12,PLAIN,mooted,RemainSelf,mooted
28,13,PUNCT,.,RemainSelf,.
29,0,PLAIN,Lunardini,RemainSelf,Lunardini
29,1,PUNCT,",",RemainSelf,","
29,2,PLAIN,Christine,RemainSelf,Christine
29,3,LETTERS,A.,ToBeNormalized,a
29,4,PUNCT,(,RemainSelf,(
29,5,DATE,1986,ToBeNormalized,nineteen eighty six
29,6,PUNCT,),RemainSelf,)
29,7,PUNCT,.,RemainSelf,.
30,0,PLAIN,Tirukkoyilur,RemainSelf,Tirukkoyilur
30,1,PLAIN,is,RemainSelf,is
30,2,PLAIN,known,RemainSelf,known
30,3,PLAIN,for,RemainSelf,for
30,4,PLAIN,its,RemainSelf,its
30,5,PLAIN,Veeratteswarar,RemainSelf,Veeratteswarar
30,6,PLAIN,temple,RemainSelf,temple
30,7,PLAIN,dedicated,RemainSelf,dedicated
30,8,PLAIN,to,RemainSelf,to
30,9,PLAIN,Shiva,RemainSelf,Shiva
30,10,PUNCT,.,RemainSelf,.
31,0,PLAIN,This,RemainSelf,This
31,1,PLAIN,makes,RemainSelf,makes
31,2,PLAIN,Brilliant,RemainSelf,Brilliant
31,3,PLAIN,the,RemainSelf,the
31,4,PLAIN,first,RemainSelf,first
31,5,PLAIN,boat,RemainSelf,boat
31,6,PLAIN,to,RemainSelf,to
31,7,PLAIN,have,RemainSelf,have
31,8,PLAIN,the,RemainSelf,the
31,9,PLAIN,device,RemainSelf,device
31,10,PUNCT,",",RemainSelf,","
31,11,PLAIN,now,RemainSelf,now
31,12,PLAIN,standard,RemainSelf,standard
31,13,PLAIN,on,RemainSelf,on
31,14,PLAIN,racing,RemainSelf,racing
31,15,PLAIN,boats,RemainSelf,boats
31,16,PLAIN,of,RemainSelf,of
31,17,PLAIN,all,RemainSelf,all
31,18,PLAIN,sizes,RemainSelf,sizes
31,19,PUNCT,.,RemainSelf,.
32,0,LETTERS,IARC,ToBeNormalized,i a r c
32,1,PLAIN,Monographs,RemainSelf,Monographs
32,2,PLAIN,on,RemainSelf,on
32,3,PLAIN,the,RemainSelf,the
32,4,PLAIN,Evaluation,RemainSelf,Evaluation
32,5,PLAIN,of,RemainSelf,of
32,6,PLAIN,Carcinogenic,RemainSelf,Carcinogenic
32,7,PLAIN,Risks,RemainSelf,Risks
32,8,PLAIN,to,RemainSelf,to
32,9,PLAIN,Humans,RemainSelf,Humans
32,10,PUNCT,(,RemainSelf,(
32,11,PLAIN,International,RemainSelf,International
32,12,PLAIN,Agency,RemainSelf,Agency
32,13,PLAIN,for,RemainSelf,for
32,14,PLAIN,Research,RemainSelf,Research
32,15,PLAIN,on,RemainSelf,on
32,16,PLAIN,Cancer,RemainSelf,Cancer
32,17,PUNCT,),RemainSelf,)
32,18,PUNCT,.,RemainSelf,.
33,0,PUNCT,"""",RemainSelf,""""
33,1,PLAIN,LaBarque,RemainSelf,LaBarque
33,2,PLAIN,Creek,RemainSelf,Creek
33,3,PLAIN,Natural,RemainSelf,Natural
33,4,PLAIN,Area,RemainSelf,Area
33,5,PUNCT,"""",RemainSelf,""""
33,6,PUNCT,.,RemainSelf,.
34,0,PLAIN,Washington,RemainSelf,Washington
34,1,PUNCT,",",RemainSelf,","
34,2,LETTERS,DC,ToBeNormalized,d c
34,3,PUNCT,:,RemainSelf,:
34,4,PLAIN,Island,RemainSelf,Island
34,5,PLAIN,Press,RemainSelf,Press
34,6,PUNCT,.,RemainSelf,.
35,0,PLAIN,Asked,RemainSelf,Asked
35,1,PLAIN,about,RemainSelf,about
35,2,PLAIN,Saddam,RemainSelf,Saddam
35,3,PUNCT,",",RemainSelf,","
35,4,PUNCT,"""",RemainSelf,""""
35,5,PLAIN,said,RemainSelf,said
35,6,PLAIN,the,RemainSelf,the
35,7,PLAIN,app,RemainSelf,app
35,8,PLAIN,will,RemainSelf,will
35,9,PLAIN,be,RemainSelf,be
35,10,PLAIN,installed,RemainSelf,installed
35,11,PLAIN,on,RemainSelf,on
35,12,PLAIN,the,RemainSelf,the
35,13,PLAIN,smartphone,RemainSelf,smartphone
35,14,PUNCT,.,RemainSelf,.
36,0,PLAIN,This,RemainSelf,This
36,1,PLAIN,is,RemainSelf,is
36,2,PLAIN,the,RemainSelf,the
36,3,PLAIN,Military,RemainSelf,Military
36,4,PLAIN,youth,RemainSelf,youth
36,5,PLAIN,organisation,ToBeNormalized,organization
36,6,PLAIN,of,RemainSelf,of
36,7,PLAIN,The,RemainSelf,The
36,8,PLAIN,Defence,RemainSelf,Defence
36,9,PLAIN,Force,RemainSelf,Force
36,10,PUNCT,.,RemainSelf,.
37,0,PUNCT,"""",RemainSelf,""""
37,1,PLAIN,Lifetime,RemainSelf,Lifetime
37,2,PLAIN,toxicity,RemainSelf,toxicity
37,3,PUNCT,/,RemainSelf,/
37,4,PLAIN,carcinogenicity,RemainSelf,carcinogenicity
37,5,PLAIN,studies,RemainSelf,studies
37,6,PLAIN,of,RemainSelf,of
37,7,LETTERS,FD,ToBeNormalized,f d
37,8,VERBATIM,&,ToBeNormalized,and
37,9,PLAIN,C,RemainSelf,C
37,10,PLAIN,blue,RemainSelf,blue
37,11,PLAIN,no,RemainSelf,no
38,0,PLAIN,The,RemainSelf,The
38,1,PLAIN,first,RemainSelf,first
38,2,PLAIN,females,RemainSelf,females
38,3,PLAIN,joined,RemainSelf,joined
38,4,PLAIN,the,RemainSelf,the
38,5,PLAIN,cadet,RemainSelf,cadet
38,6,PLAIN,corps,RemainSelf,corps
38,7,PLAIN,in,RemainSelf,in
38,8,PLAIN,the,RemainSelf,the
38,9,DATE,1970s,ToBeNormalized,nineteen seventies
38,10,PLAIN,to,RemainSelf,to
38,11,DATE,1980s,ToBeNormalized,nineteen eighties
38,12,PUNCT,.,RemainSelf,.
39,0,PLAIN,Cats,RemainSelf,Cats
39,1,PLAIN,with,RemainSelf,with
39,2,PLAIN,pontine,RemainSelf,pontine
39,3,PLAIN,lesions,RemainSelf,lesions
39,4,PLAIN,had,RemainSelf,had
39,5,PLAIN,a,RemainSelf,a
39,6,PLAIN,prolonged,RemainSelf,prolonged
39,7,PLAIN,inhalation,RemainSelf,inhalation
39,8,PLAIN,duration,RemainSelf,duration
39,9,PUNCT,.,RemainSelf,.
40,0,PLAIN,Today,RemainSelf,Today
40,1,PLAIN,the,RemainSelf,the
40,2,PLAIN,summer,RemainSelf,summer
40,3,PLAIN,camp,RemainSelf,camp
40,4,PLAIN,program,RemainSelf,program
40,5,PLAIN,at,RemainSelf,at
40,6,PLAIN,The,RemainSelf,The
40,7,PLAIN,Pines,RemainSelf,Pines
40,8,PLAIN,serves,RemainSelf,serves
40,9,PLAIN,over,RemainSelf,over
40,10,DATE,1700,ToBeNormalized,seventeen hundred
40,11,PLAIN,youth,RemainSelf,youth
40,12,PLAIN,each,RemainSelf,each
40,13,PLAIN,summer,RemainSelf,summer
40,14,PUNCT,.,RemainSelf,.
41,0,PLAIN,Miami,RemainSelf,Miami
41,1,PLAIN,Herald,RemainSelf,Herald
41,2,PLAIN,Staff,RemainSelf,Staff
41,3,PUNCT,(,RemainSelf,(
41,4,DATE,"August 31, 1987",ToBeNormalized,august thirty first nineteen eighty seven
41,5,PUNCT,),RemainSelf,)
41,6,PUNCT,.,RemainSelf,.
42,0,PLAIN,At,RemainSelf,At
42,1,PLAIN,room,RemainSelf,room
42,2,PLAIN,temperature,RemainSelf,temperature
42,3,PUNCT,",",RemainSelf,","
42,4,VERBATIM,PbS,ToBeNormalized,p b s
42,5,PLAIN,is,RemainSelf,is
42,6,PLAIN,sensitive,RemainSelf,sensitive
42,7,PLAIN,to,RemainSelf,to
42,8,PLAIN,radiation,RemainSelf,radiation
42,9,PLAIN,at,RemainSelf,at
42,10,PLAIN,wavelengths,RemainSelf,wavelengths
42,11,PLAIN,between,RemainSelf,between
42,12,PLAIN,approximately,RemainSelf,approximately
42,13,CARDINAL,1,ToBeNormalized,one
42,14,PLAIN,and,RemainSelf,and
42,15,MEASURE,2.5 μm,ToBeNormalized,two point five micrometers
42,16,PUNCT,.,RemainSelf,.
43,0,PUNCT,"""",RemainSelf,""""
43,1,PLAIN,Business,RemainSelf,Business
43,2,PLAIN,as,RemainSelf,as
43,3,PLAIN,Usual,RemainSelf,Usual
43,4,PUNCT,:,RemainSelf,:
43,5,PLAIN,Self,RemainSelf,Self
43,6,PLAIN,Publish,RemainSelf,Publish
43,7,PUNCT,",",RemainSelf,","
43,8,PLAIN,Be,RemainSelf,Be
43,9,PLAIN,Happy,RemainSelf,Happy
43,10,PLAIN,in,RemainSelf,in
43,11,PLAIN,Residence,RemainSelf,Residence
43,12,PUNCT,"""",RemainSelf,""""
43,13,PUNCT,.,RemainSelf,.
44,0,PLAIN,In,RemainSelf,In
44,1,PLAIN,humans,RemainSelf,humans
44,2,PUNCT,",",RemainSelf,","
44,3,PLAIN,shift,RemainSelf,shift
44,4,PLAIN,work,RemainSelf,work
44,5,PLAIN,that,RemainSelf,that
44,6,PLAIN,favors,RemainSelf,favors
44,7,PLAIN,irregular,RemainSelf,irregular
44,8,PLAIN,eating,RemainSelf,eating
44,9,PLAIN,times,RemainSelf,times
44,10,PLAIN,is,RemainSelf,is
44,11,PLAIN,associated,RemainSelf,associated
44,12,PLAIN,with,RemainSelf,with
44,13,PLAIN,altered,RemainSelf,altered
44,14,PLAIN,insulin,RemainSelf,insulin
44,15,PLAIN,sensitivity,RemainSelf,sensitivity
44,16,PLAIN,and,RemainSelf,and
44,17,PLAIN,higher,RemainSelf,higher
44,18,PLAIN,body,RemainSelf,body
44,19,PLAIN,mass,RemainSelf,mass
44,20,PUNCT,.,RemainSelf,.
45,0,PLAIN,The,RemainSelf,The
45,1,PLAIN,home,RemainSelf,home
45,2,PLAIN,of,RemainSelf,of
45,3,PLAIN,the,RemainSelf,the
45,4,PLAIN,most,RemainSelf,most
45,5,PLAIN,notorious,RemainSelf,notorious
45,6,PLAIN,Norwegian,RemainSelf,Norwegian
45,7,PLAIN,Gestapo,RemainSelf,Gestapo
45,8,PLAIN,agent,RemainSelf,agent
45,9,PUNCT,",",RemainSelf,","
45,10,PLAIN,Henry,RemainSelf,Henry
45,11,PLAIN,Rinnan,RemainSelf,Rinnan
45,12,PUNCT,",",RemainSelf,","
45,13,PLAIN,was,RemainSelf,was
45,14,PLAIN,in,RemainSelf,in
45,15,PLAIN,Trondheim,RemainSelf,Trondheim
45,16,PUNCT,.,RemainSelf,.
46,0,PLAIN,Its,RemainSelf,Its
46,1,PLAIN,main,RemainSelf,main
46,2,PLAIN,drawback,RemainSelf,drawback
46,3,PLAIN,is,RemainSelf,is
46,4,PLAIN,the,RemainSelf,the
46,5,PLAIN,need,RemainSelf,need
46,6,PLAIN,to,RemainSelf,to
46,7,PLAIN,be,RemainSelf,be
46,8,PLAIN,delivered,RemainSelf,delivered
46,9,PLAIN,directly,RemainSelf,directly
46,10,PLAIN,into,RemainSelf,into
46,11,PLAIN,the,RemainSelf,the
46,12,PLAIN,supercooled,RemainSelf,supercooled
46,13,PLAIN,region,RemainSelf,region
46,14,PLAIN,of,RemainSelf,of
46,15,PLAIN,clouds,RemainSelf,clouds
46,16,PLAIN,being,RemainSelf,being
46,17,PLAIN,seeded,RemainSelf,seeded
46,18,PUNCT,.,RemainSelf,.
47,0,PLAIN,Areas,RemainSelf,Areas
47,1,PLAIN,of,RemainSelf,of
47,2,PLAIN,necrosis,RemainSelf,necrosis
47,3,PUNCT,(,RemainSelf,(
47,4,PLAIN,tissue,RemainSelf,tissue
47,5,PLAIN,death,RemainSelf,death
47,6,PUNCT,),RemainSelf,)
47,7,PLAIN,may,RemainSelf,may
47,8,PLAIN,precipitate,RemainSelf,precipitate
47,9,PLAIN,episodes,RemainSelf,episodes
47,10,PLAIN,of,RemainSelf,of
47,11,PLAIN,pneumothorax,RemainSelf,pneumothorax
47,12,PUNCT,",",RemainSelf,","
47,13,PLAIN,although,RemainSelf,although
47,14,PLAIN,the,RemainSelf,the
47,15,PLAIN,exact,RemainSelf,exact
47,16,PLAIN,mechanism,RemainSelf,mechanism
47,17,PLAIN,is,RemainSelf,is
47,18,PLAIN,unclear,RemainSelf,unclear
47,19,PUNCT,.,RemainSelf,.
48,0,PLAIN,Chronic,RemainSelf,Chronic
48,1,PLAIN,poisoning,RemainSelf,poisoning
48,2,PLAIN,displays,RemainSelf,displays
48,3,PLAIN,as,RemainSelf,as
48,4,PLAIN,agitation,RemainSelf,agitation
48,5,PUNCT,",",RemainSelf,","
48,6,PLAIN,irritability,RemainSelf,irritability
48,7,PUNCT,",",RemainSelf,","
48,8,PLAIN,vision,RemainSelf,vision
48,9,PLAIN,disorders,RemainSelf,disorders
48,10,PUNCT,",",RemainSelf,","
48,11,PLAIN,hypertension,RemainSelf,hypertension
48,12,PUNCT,",",RemainSelf,","
48,13,PLAIN,and,RemainSelf,and
48,14,PLAIN,also,RemainSelf,also
48,15,PLAIN,a,RemainSelf,a
